SKU,Description,SP,MRP,productname,Size,imgurl,Stock
411241-SESSTL,"<div class=""more"" id=""hp_fix_desc"">
							<p>The Gore Essential 2.0 Lady Shirt long is engineered with cooling and venting with a comfort fit that make sit perfect for running on cool dry days. Design features include insulating long shirt with high collar, ventilation-inserts and a short front zip.</p>

<p>Features:</p>
<ul>
<li>Raglan cut</li>
<li>Short zip with semi-lock slider and underflap</li>
<li>Mesh inserts for better ventilation</li>
<li>Close fit collar</li>
<li>Reflective logo on front</li>
<li>Contrast flat-lock seams</li>
</ul><br>
<p>Materials: 91% NYLON, 9% ELASTANE, MESH: 100% POLYESTER</p><p>Material</p><ul><li>Nylon </li><li>Eleastane </li><li>Polyester Fabric </li></ul>						</div>",£49.49," ,
							, ,
															",GORE Essential 2.0 Ladies Shirt long,"34in,36in,38in,42in,44in","http://products.activinstinct.com/y2014/m02/411241/73431073-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
275950-X13649 / X13650 / X13651,"<div class=""more"" id=""hp_fix_desc"">
							<p>Part of adidas T12 wear for the Olympic year, this range has a four year cycle until the next games, and so has a lifecycle lasting until 2016.</p>

<p>This hoodie has been made with soft CLIMALITE COTTON and so is soft to the touch and offers brilliant moisture management. There are two pockets at either side of the front and free space has been left on the front and back making it great for team wear if logos, names or sponsors want to printed on.</p>

<ul>
<li>60% Cotton/40% Polyester, french terry, 300g</li></ul><br><p>Material</p><ul><li>Cotton 60%</li><li>Polyester 40%</li></ul>						</div>",£49.00," ,
							, ,
															",adidas Ladies T12 Hoodie,"XS,S,M,L,XL,XXL,Black,Navy,Red","http://products.activinstinct.com/y2012/m02/275950/65774245-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
425176-J2GC4003,"<div class=""more"" id=""hp_fix_desc"">
							<p>The Mizuno Impermalite Men's Vest is designed to keep you comfortable when the conditions are changeable.</p>
<p>Water and wind resistance means your core body temp will always remain at optimum if you're caught in a bad patch of weather.</p>

<p>Ultra lightweight construction ensures heightened level of performance at all times.</p>

<p>NightLite reflective logo and accents on front and back provide an added level of safety in low light.</p><p>Material</p><ul><li>Polyester Fabric </li></ul>						</div>",£49.99," ,
							, ,
															",MIZUNO Impermalite Men's Vest,"S,M,L,XL","http://products.activinstinct.com/y2014/m04/425176/51081039-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
382428-80895-ENBVP,"<div class=""more"" id=""hp_fix_desc"">
							<p>With aesthetic FlexFilm details, as well as innovative flare print detail on the back, this top is a stylish update on the original Kinvara top. It has superior stretch with moisture transfer, providing warmth and comfort across the miles.</p>

<p>Features:</p>
<ul>
<li>FlexFilm heat transfers and print detail on back</li>
<li>USB LED rechargeable clip-on light</li>
<li>Zippered chest storage pocket with reflective tape</li>
<li>Zipper garage to protect chin</li>
<li>3M reflective elements</li></ul><br><p>Material</p><ul><li>Spandex 8%</li><li>Polyester Fabric 92%</li></ul>						</div>",£49.99," ,
							, ,
															",SAUCONY Kinvara Drylete Fitted Men's Sport Top,"M,L","http://products.activinstinct.com/y2013/m09/382428/70230124-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
425321-J2GC4203,"<div class=""more"" id=""hp_fix_desc"">
							<p>The Mizuno Impermalite Ladies Vest is designed to keep you comfortable when the conditions are changeable.</p>
<p>Water and wind resistance means your core body temp will always remain at optimum if you're caught in a bad patch of weather.</p>

<p>Ultra lightweight construction ensures heightened level of performance at all times.</p>

<p>NightLite reflective logo and accents on front and back provide an added level of safety in low light.</p><p>Material</p><ul><li>Polyester Fabric </li></ul>						</div>",£49.99," ,
							, ,
															",MIZUNO Impermalite Ladies Vest,"XS,S,M","http://products.activinstinct.com/y2014/m04/425321/56221254-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
244475-04386-004R,"<div class=""more"" id=""hp_fix_desc"">
							<p>Ronhill has a long tradition with off road running. The trail running heritage associated with the brand means that their products provide exceptional performance, utilizing some of the most innovative technology.</p>

<p>Flexlite fabrics consist of high elastane content within its woven construction. The relaxed fit allows the fabric to breath, with plenty of room for movement during activity.</p>

<p>A comfortable pant that provides protection from the rain, as well as support to your body, all while managing to stay cool and relaxed.</p>

<ul>
<li>Flexlite fabric</li>
<li>Lightweight and breathable with great stretch</li>
<li>Durable water repellent treatment to fabric</li>
<li>Flat fronted waistband with zip fly and stud fastening</li>
<li>Two front zip pockets feature welded technology</li>
<li>Articulated knee</li>
<li>Fibre content: 90% Polyester, 10% Elastane</li>
<li>Weight: 335g</li></ul><br><p>Material</p><ul><li>Polyester 90%</li><li>Elastane 10%</li></ul>						</div>",£49.99," ,
							, ,
															",RONHILL Ladies Trail Soft Tech Pant,"08,10,12,14,16","http://products.activinstinct.com/y2011/m09/244475/96041664-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
386236-5050973641 / 5050973857,"<div class=""more"" id=""hp_fix_desc"">
							<p>With three distinct panelling zones the 230 tight delivers the optimum balance of protection, comfort and weight. Stay warm and fast.</p>

<p>Inov8 Outers are designed to be worn in cooler conditions or when you need to fend off extreme elements of wind and rain.</p>

<p>Features:</p>
<ul>
<li>Mesh panelling to back of waist</li>
<li>Flat elasticated waist with non-loosening drawcords</li>
<li>Rear zip pocket with locking zip head</li>
<li>Dual rear gel mesh pockets</li>
<li>Ankle zips with locking zip heads</li>
<li>Double warmth panel to crotch</li>
<li>Flatlocked stitched construction</li>
<li>UPF 50+ protection to main body</li>
<li>Multi-angle reflective detailing</li>
<li>Athletic fit</li></ul><br><p>Material</p><ul><li>Lycra 7%</li><li>Polyester Fabric 93%</li></ul>						</div>",£49.99," ,
							, ,
															",INOV8 Race Elite 230 Men's Tight,"S,M,L,XL","http://products.activinstinct.com/y2013/m10/386236/71900451-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
414171-RH-000098,"<div class=""more"" id=""hp_fix_desc"">
							<p>This is an incredibly lightweight jacket, not only water repellent, but wind resistant also.</p>

<p>The jacket is constructed with Activelite fabric; this combines breathability with fantastic wind resistance. A tightly woven construction prevents wind from penetrating the fabric but still allows a comfortable airflow throughout. It has a lightweight, relaxed fit.</p>

<p>The jacket can be self-packed into its own back pocket and has a single hand operated draw cord in the hem for extra practicality. The jacket features a roll away hood, ergonomically shaped cuffs, reflective graphics and a deep, micro fleece lined collar.</p>

<p>There is also a lock down zip and a draw cord in the hem.</p>

<ul>
<li>Material: 100% polyester</li></ul><br><p>Material</p><ul><li>Polyamide Nylon 100%</li></ul>						</div>",£53.00," ,
							, ,
															",RONHILL Ladies Trail Microlight Jacket,"08,10,12,14,16,Pink,Purple","http://products.activinstinct.com/y2014/m03/414171/99608478-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
411172-SMAGZS,"<div class=""more"" id=""hp_fix_desc"">
							<p>The Gore Magnitude 2.0 Men's Zip Shirt is designed for endurance runners. This is a performance-oriented running shirt with mesh inserts for enhanced moisture management and featuring a 3/4 front-zip. Backpack suitable with two additional pockets for sports nutrition.</p>

<p>Features:</p>
<ul>
<li>Media pocket with cable outlet and cable guidance at collar</li>
<li>2 side pockets on back</li>
<li>Short zip with semi-lock slider and underflap</li>
<li>Mesh inserts for better ventilation</li>
<li>Reflective logo on front</li>
<li>Flat-lock seams</li>
<li>Reflective graphics on back</li>
</ul><br>
<p>Materials: 95% POLYAMIDE, 5% ELASTANE, MESH: 100% POLYESTER</p><p>Material</p><ul><li>Polyamide Nylon </li><li>Eleastane </li><li>Polyester Fabric </li></ul>						</div>",£53.00," ,
							, ,
															",GORE Magnitude 2.0 Men's Zip Shirt,"S,M,L,XL,XXL,Blue/White,Red/Black","http://products.activinstinct.com/y2014/m02/411172/94118001-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
413966-RH-000091,"<div class=""more"" id=""hp_fix_desc"">
							<p>This is an incredibly lightweight jacket, not only water repellent, but wind resistant also.</p>

<p>The jacket is constructed with Activelite fabric; this combines breathability with fantastic wind resistance. A tightly woven construction prevents wind from penetrating the fabric but still allows a comfortable airflow throughout. It has a lightweight, relaxed fit.</p>

<p>The jacket can be self-packed into its own back pocket and has a single hand operated draw cord in the hem for extra practicality. The jacket features a roll away hood, ergonomically shaped cuffs, reflective graphics and a deep, micro fleece lined collar.</p>

<p>There is also a lock down zip and a draw cord in the hem.</p>

<ul>
<li>Material: 100% polyester</li></ul><br><p>Material</p><ul><li>Polyamide Nylon 100%</li></ul>						</div>",£53.00," ,
							, ,
															",RONHILL Men's Trail Microlight Jacket,"S,M,L,XL,Blue/Orange,Red/Yellow","http://products.activinstinct.com/y2014/m02/413966/85704981-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
426039-1846,"<div class=""more"" id=""hp_fix_desc"">
							<p>Short-sleeved base layer ideal for active sports, this is great for cycling, running and anything that involves high perspiration.</p>

<p>Soft handle brushed polyester construction, made from Airbase fabric the top is quick-drying and fast-wicking, with side panels that offer a contoured fit and enhanced comfort. This versatile top can be worn on its own or as a baselayer.</p><p>Material</p><ul><li>Polyester Fabric </li></ul>						</div>",£22.49," ,
							, ,
															",POLARIS BL Men's Tee,"S,M,L,XL,XXL,Black,Grey","http://products.activinstinct.com/y2014/m04/426039/21131976-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
404076-D85459,"<div class=""more"" id=""hp_fix_desc"">
							<p>Consider this women's long sleeve t-shirt your most reliable running partner. Lightweight climalite fabric whisks sweat away from your skin.</p>

<ul>
<li>climalite fabric sweeps sweat away from your skin</li>
<li>Crewneck</li>
<li>Reflective details</li>
<li>Regular fit</li>
<li>100% polyester doubleknit</li></ul><br><p>Material</p><ul><li>Polyester Fabric 100%</li></ul>						</div>",£22.49," ,
							, ,
															",adidas Ladies Response Long Sleeve Tee,,"http://products.activinstinct.com/y2014/m01/404076/79469783-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
425248-J2GA4201,"<div class=""more"" id=""hp_fix_desc"">
							<p>The Mizuno DryLite Cooltouch Ladies Sleeveless Running top features DryLite moisture management technology to keep the body dry and comfortable allowing you to power your way to your best times.</p>

<p>DryLite CoolTouch technology moves heat away from the body keeping the body cooler so you can extract your maximum in hot conditions.</p>

<p>NightLite reflective logo and accents on front and back provide an added level of safety in low light.</p>

<p>Features BlindStitch for anti-abrasion and enhanced comfort.</p><p>Material</p><ul><li>Polyester Fabric </li></ul>						</div>",£22.49," ,
							, ,
															",MIZUNO DryLite Cooltouch Ladies Sleeveless Running Top,"XS,S,M,L","http://products.activinstinct.com/y2014/m04/425248/80195379-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
425237-J2GA4208,"<div class=""more"" id=""hp_fix_desc"">
							<p>The Mizuno DryLite Premium Ladies Singlet features DryLite moisture management technology to keep the body dry and comfortable allowing you to power your way to your best times.</p>

<p>Mizuno Bodymapping technology provides enhanced air circulation inside the garment to keep the body cooler.</p>

<p>NightLite reflective logo and accents on front and back provide an added level of safety in low light.</p>

<p>Features BlindStitch for anti-abrasion and enhanced comfort.</p><p>Material</p><ul><li>Polyester Fabric </li></ul>						</div>",£22.49," ,
							, ,
															",MIZUNO DryLite Premium Ladies Running Singlet,"XS,S,M,L","http://products.activinstinct.com/y2014/m04/425237/82868351-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
